연번,용어명,용어설명,유사용어
1153,화통도감,"고려시대에 화약 및 화기(火器)의 제조를 맡아보던 임시관청. 1377년(우왕 3) 최무선(崔茂宣)의 건의에 따라 설치하여 대장군(大將軍) ·이장군(二將軍) ·삼장군 ·육화석포(六火石砲) ·화포(火砲) ·신포(信砲) ·화통(火誌) ·화전(火箭) ·철령전(鐵翎箭) ·피령전(皮翎箭) ·철탄자(鐵彈子) ·천산오룡전(穿山五龍箭) ·유화(流火) ·주화(走火) ·촉천화(觸天火) 등의 화기를 제조, 왜구를 격퇴하는 데 사용하였다. 1389년 창왕(昌王) 때 폐지되었다.",火誌都監
1154,화학탐광,"지구화학적인 현상을 수단으로 하여 광상의 예지(豫知) ·지질의 조사를 하는 것. 달리 화학탐사라고도 한다. 전기전도도 ·자기 ·중력 등 물리현상을 이용하는 물리탐사에 대응하는 말이다. 주로 소택수(沼澤水) 등의 자연수 ·토양 ·암석 ·식물 등을 채취하여, 그 속에 포함된 각종 미량성분을 분석함으로써 실시된다. 광상 부근에서는 중금속 ·황산기(黃酸基) 등이 다른 지역에 비하여 다량으로 검출되는 일이 흔히 있다. 이것은 광상이 생성될 때 첨가, 풍화(風化) 등에 의하여 녹아 나온 것이다. 그래서 소택에 따라 채취한 소택수나 일정 구역 안에서 조직적으로 채취한 토양 등에 대하여 분석을 실시하여 미량성분의 이상값[異常値]의 분포로부터 광상의 단서를 얻을 수 있다. 특정원소가 특정광상의 존재를 나타내는 일이 있는데, 이것을 지시원소(指示元素)라고 한다. 지시원소로 널리 사용되는 것은 구리 ·납 ·아연 ·황산기 등이나, 이들이 광상의 주된 금속원소는 아니다. 수은이 금 ·은 광상의 지시원소로, 아연이 아연광상은 물론 금 ·은 ·구리 ·납 ·망간 광상의 지시원소로 사용되는 것이 그 예이다.","化學探鑛,chemical exploration"
1155,화학탐광법,"광산 근처에 있는 강이나 계곡의 물, 흙, 암석, 식물 등의 시료에는 광산이 없는 곳에서 얻은 시료와는 달리, 그 광산에 관련이 있는 성분을 가지고 있을 때가 있다. 이러한 성분을 휴대용 분석장비를 사용하거나 분석실 장치를 써서 성분과 양을 알아내어, 그 결과를 지도 위에 기입하여 등농도 곡선을 그려 광상이 있는 곳을 알아 내는데 이러한 탐광법을 화학 탐광 또는 지구 화학적 탐광이라 한다.",化學探鑛法
1156,화합화약류,"화합 화약류는 1개 분자가 화약류의 형태를 가지고 있는 것으로서, 불완전한 분자 간의 결합 상태가 분해될 때 많은 열을 내며 폭발한다. 이들의 분자 구성을 살펴보면, 분자들은 N-O결합, N-N결합 등 폭발성 구조를 가지고 있다.",化合火藥類
1157,확정광량,석탄매장량 계산기준(KS E 2002호)용어로서 확인된 탄층 연장 좌우 인접부 2개편(60∼200m)이내 확정구역내의 석탄매장량을 말한다.,"確定鑛量, Proved ore reserve"
1158,환경안전,"광산에서는 대부분이 지하에서 작업을 하게 되므로 다른 산업에 종사하는 노동자보다 훨씬 많은 재해의 위험을 안고 있다. 재해의 종류는 여러 가지가 있으나, 가장 높은 재해율을 나타내는 것이 갱내 낙반과 각종 운반에 의한 재해이다. 광산 재해 중에는 비교적 자주 일어나지만 재해자 수가 적을 때에는 빈발성 사고라 하고, 한번 사고가 일어나면 많은 인명과 재산의 피해를 주는 경우를 대형 사고라 한다. 낙반이나 운반에 의한 사고는 빈발성 사고가 많고, 가스 폭발이나 탄진 폭발 등은 대형 사고를 일으키는 경우가 많으며, 운반에 의한 사고도 사갱에서 인차의 로우프가 끊어지거나 핀이 파손되면 큰 사고를 내게 되는 수도 있다. 광산의 환경 안전은 무엇보다 중요하며, 귀중한 인명과 재산의 피해가 없도록 보안 시설과 교육을 철저히 하여 재해를 사전에 예방하는 것이 가장 중요하다고 할 수 있다.",環境安全
1159,활석,"단사정계(單斜晶系)에 속하는 광물. 굳기 : 1, 비중 : 2.7∼2.8 색깔 : 백색 ·은백색 ·담녹색, 암녹색 ·갈색 조흔색 : 백색 화학성분은 Mg3(OH)2Si4O10이다. 때로는 인상(鱗狀) ·엽편상(葉片狀)을 이루는데, 대부분 치밀질의 집합체이다. 엽편은 휘기 쉽지만 탄성은 없다. 백색 ·은백색 ·담녹색, 때로는 암녹색 ·갈색이고, 엽편의 것은 투명하거나 반투명하며, 괴상의 것은 거의 불투명하다. 조흔색(條痕色)은 백색이며, 굳기 1, 비중 2.7∼2.8로, 칼로 자를 수 있다. 만지면 지방과 같은 감촉이 있다. 가열하면 각섬석구조(700~900℃), 휘석구조(1000~1200℃)가 되며, 더 높은 온도(1250~1350℃)에서는 크리스토발라이트와 단사완화휘석으로 분해된다. 결정편암 속에 함유되고, 사문암과 같은 염기성인 심성암(深成岩) 속에 큰 덩어리로 산출되며, 마그네슘을 함유하는 광물의 변질에 의하여 생성된다. 활석 중 불순물로서의 철을 거의 함유하지 않는 양질의 것은 아트지(紙)를 가공할 때의 재료가 되고, 그 밖에 화장품 ·활마용(滑摩用) ·보온용 ·내화재 등에 사용된다. 치밀질인 것은 특히 동석(凍石)이라고 부르며, 어린이들이 쓰는 납석은 주로 파이로필라이트로부터 만드는데, 일부는 동석이 쓰인다. 주산지는 북아메리카 ·중국 동북부 ·프랑스 ·이탈리아 ·노르웨이 등이다.","滑石, talc"
1160,활성작용,포집제를 가하여도 포집되지 않는 광물이나 억제제로 억제된 광물에 어떤 종류의 무기 염류 또는 산을 가하면 광립 표면의 화학적 성질이 변화하여 포집제에 포집된다. 이러한 현상을 활성작용이라 한다.,
1161,활성제,활성작용에 쓰이는 무기 시약들을 활성제라 한다.,Activator
1162,활성탄,"목탄, 야가가, 석탄(갈탄, 역청탄, 무연탄)에 화학적 또는 물리적으로 처리하여(미세 기공을 만듬)흡착성을 지닌 탄소물질을 말한다. 입상과 분말 활성탄(100mesh, 149㎛이하)으로 구분되며, 입상은 각종 산업폐수 제거 및 탈색제로 사용되고 분말은 각종 가스정제(공기정화)에 사용된다.",活性炭
1163,황,"주기율표 제6B족에 속하는 산소족 원소. 원소기호 : S 원자번호 : 16 원자량 : 32.06 녹는점 : 112.8℃(α) 끓는점 : 444.7℃ 비중 : 2.07(α) 오래 전부터 그 존재가 알려져 온 황은 고대에는 황을 태워 그 연기에 쐬어서 소독하는 방법으로 사용되었다고 한다. 그 후 의약 또는 화약으로 널리 이용되어 왔다. 영어의 sulfur 또는 sulphur는 산스크리트의 ‘불의 근원’을 뜻하는 Sulvere로부터 유래된 라틴어 Sulphurium이 그 어원이다. 지구상에는 자연황으로서 유리상태로 산출되지만 화합물로서도 광범위하게 다량 존재한다. 자연황은 화산지방에 많고 미국 ·일본 ·이탈리아 등이 주요 산지이다. 화합물로서는 황철석 ·황동석 ·방연석(方鉛石) ·섬아연석 ·진사(辰砂) 등의 황화물, 석고 ·중정석(重晶石) 등의 황산염으로 존재하며 그 외에 화산가스 ·온천 ·광천 등에도 황화수소 ·아황산가스(이산화황) ·황산 등의 형태로 존재한다. 또한 생물계에서도 중요한 원소이며, 단백질 속에 많이 함유되어 있다.","黃, Sulfur"
1164,황동석,"정방정계(正方晶系)에 속하는 광물. 굳기 : 3.5∼4 비중 : 4.1∼4.3 색깔 : 놋쇠황색 ·황금색 조흔색 : 녹흑색 화학성분은 CuFeS2이다. 보통은 괴상, 때로는 추상(錐狀)의 결정형을 나타낸다. 때로 주석 ·아연 ·금 ·은 등을 미량 함유하기도 한다. 놋쇠황색 또는 황금색으로 조흔색(條痕色)은 녹흑색을 띠며(금과의 구별점), 표면은 흔히 흑색 또는 청자색으로 변색된다. 쪼개짐은 없고, 굳기는 3.5∼4로 유리로 상처를 낼 수 있을 정도이며(황철석과의 구별점), 비중은 4.1∼4.3이다. 금속광택이 있으며, 불투명하고 무르다. 순수한 것은 34.68 %의 구리를 함유한다. 각종 마그마성 광상에서 많이 산출되며, 함동황화철광상 ·단광광상 ·접촉교대광상 ·열수광상에서도 산출된다. 미국의 몬태나주와 유타주, 캐나다 ·칠레 ·페루 ·콩고 ·잠비아 등에서 산출된다. 구리의 중요한 광석이 된다. 명칭은 그리스어의 khalkos(구리)에서 유래되었다.","黃銅石,chalcopurite"
1165,황화광물,"황(S)이 다른 금속과 결합하여 된 광물로서, 경제적으로 유용한 금속 광물들이 많다. 대표적인 것으로는 황동석(CuFes2), 방연석(PbS), 섬아연석(ZnS), 황철석(FeS2) 등이다.",黃化鑛物
1166,회동탄광,"강원 정선군 정선읍 회동리에 있는 탄광. 정선탄전 서부에 25개 광구를 가지고 있으며 1962년부터 개발에 착수하였으나 입지적 여건 등으로 개발이 부진하다가 1977년 대성탄좌개발(주)에서 인수한 후 개발이 촉진되어 연간생산규모 10만 t의 탄광이 되었다. 광산 일대의 지질은 조선계의 대석회암통(統)을 바탕으로 하여 평안계의 홍점통(紅店統) ·사동통(寺洞統) ·고방산통(高坊山統) 및 녹암통(綠岩統) 지층으로 구성되어 있으며, 탄층은 사동통 내에 3∼4매 협재한다. 주(主)가행 대상은 사동통 중상부의 중탄층이다. 광구 내 탄층의 노두(露頭) 길이는 약 13 km이나 회동리 계곡을 중심으로 하여 그 서부에서 가행중이고 동부는 미개발 상태이다. 갱내 원탄의 평균 탄질은 4,900 cal, 매장량은 4,309만 6000 t, 채탄 가능 매장량은 485만 3000 t에 이른다.",檜洞炭鑛
1167,회전식급광기,"저광사로부터 흘러 나오는 광석을 천천히 회전하는 롤에 받아서 공급해 주면 롤 급광기(Roll feeder)라 하고, 방사성 칸막이를 가진 얼레로 받아서 공급해 주면 얼레 급광기(star feeder)라고 한다. 양자 모두 가는 광석의 급광 속도를 조절하는데 쓰이는 소극적인 기계이다.",
1168,회전식시추,"다이아몬드 시추와 비슷하나, 다이아몬드 시추 때의 크라운 부분이 여러 개의 비트가 동시에 작업하는 것과 같은 효과를 얻도록 설계된 시추형식이다. 일반적으로, 원동기에서 한 방향으로 주어진 회전혁이 비트 부분에서는 회전 방향과 속도가 다른 여러 부분으로 나타나도록 되어 있다. 비트의 한 부분이 어느 때에는 느리게, 어느 때에는 충격적으로 회전하여 암석을 마멸시켜 구멍을 뚫는 것이다. 이러한 비트의 하나인 트리콘 비트의 구조를 보면 3개의 다리에 원뿔의 뾰족한 쪽이 다리의 안쪽으로 가도록 3개의 원뿔을 결합시킨 모양으로 되어 있다. 회전식 시추용비트는 끝에 독립된 몇 개의 원뿔이 붙어 있으므로 지름이 커진다. 그러므로, 지름이 큰 시추공에 적합하며, 수직공일 때에는 수천 미터 까지도 시추가 가능하다.",
1169,횡목,"횡목은 타주보다 훨씬 넓은 범위를 지지할 수 있다. 천장의 틈이 막장면에 평행하게 생기기 쉬우므로, 그것을 직각으로 받게 하기 위하여 보(관목:cap)의 방향을 일반적으로 막장면에 대하여 직각으로 향하게 한다. 그러나, 경사가 심할 때에는 지주 작업을 편리하게 하기 위하여 막장면에 평행하게 할 때가 많다. 또 천장이 나쁠 때에는 가운데 기둥을 세우든지, 또는 보의 사이를 살장으로 둘러쌀 때도 있는데 기둥을 세우는 방법은 타주의 경우와 같으며, 기둥과 보가 잘 붙게 한 다음 보 위에 쐐기를 박는다.","橫木, stull"
1170,횡파,"""탄성파""참조. 탄성파에는 종파, 횡파, 표면파로 나누어진다.",橫波
1171,후생광상,모암의 생성후에 생긴 광상을 말한다,"後生鑛床,epigenetic deposit"
1172,휘창연석,"사방정계(斜方晶系)에 속하는 광물. 굳기 : 2 비중 : 6.4∼6.5 색깔 : 담연회색 ·주석백색 화학성분은 Bi2S3이다. 보통 괴상 ·엽편상 ·섬유상 ·주상결정을이루며, 드물게는 침상결정을 이루기도 한다. 외관은 휘안석(輝安石)과 비슷하다. 기둥에 평행인 한쪽에 완전한 쪼개짐이 있다. 담연회색 또는 주석백색으로 휘안석보다 다소 담색이다. 굳기 2, 비중 6.4∼6.5이며, 녹는점이 낮아 촛불에 녹는다. 휘안석에 비하여 산출이 적고 고온성 광상에 많아 페그마타이트성 석영맥(石英脈) ·금은동광맥 ·접촉광상 등에서 산출되며, 다른 비스무트 광물과 함께 산출된다. 이론적으로 80%의 비스무트를 함유하면 중요한 비스무트 광석이 되지만, 보통은 이것을 주광으로 하지 않고 정련소 매연 속에서 회수한다. 영국의 콘월, 독일 작센의 슈네베르크, 볼리비아의 산발다메로가 주산지이다.","輝蒼鉛石,bismuthInite"
